County,Less than 9th Grade,9th to 12th Grade,High School Graduate,Some College,Associates Degree,Bachelors Degree,Graduate or Professional Degree,State ID,County ID
"Whiteside County, Illinois",8.2,37.1,24.4,9.8,10.8,5.4,87.4,17,195
"DeKalb County, Illinois",5.8,26.8,24.8,9.7,18.8,11.0,91.1,17,037
"Jasper County, Illinois",5.8,38.1,23.1,14.2,10.2,6.0,91.5,17,079
"Will County, Illinois",5.5,27.2,23.0,7.9,20.8,11.6,90.5,17,197
"Douglas County, Illinois",4.9,38.0,22.1,7.5,11.8,4.4,83.8,17,041
"Greene County, Illinois",7.1,43.1,25.0,7.6,9.3,3.7,88.6,17,061
"Hardin County, Illinois",10.4,38.3,22.4,10.3,8.2,3.9,83.2,17,069
"Knox County, Illinois",9.8,37.4,21.4,10.1,11.1,6.0,85.9,17,095
"Massac County, Illinois",11.4,31.7,24.2,10.8,12.3,4.5,83.4,17,127
"Kane County, Illinois",8.4,23.8,20.3,7.1,20.5,11.1,82.8,17,089
"San Diego County, California",7.1,19.1,22.7,9.1,21.5,13.1,85.5,06,073
"Tulare County, California",11.5,24.0,22.9,7.8,8.8,4.5,68.0,06,107
"Yolo County, California",7.5,18.5,20.6,7.3,20.2,17.7,84.3,06,113
"Humboldt County, California",6.9,25.7,28.2,8.9,18.6,8.8,90.4,06,023
"Nevada County, California",3.9,21.2,30.2,10.6,21.3,11.1,94.3,06,057
"Alpine County, California",8.7,32.4,19.2,7.6,18.9,12.3,90.4,06,003
"Madera County, California",12.9,23.1,23.9,7.9,9.6,4.0,68.5,06,039
"Mendocino County, California",7.9,25.7,28.2,9.2,13.6,8.4,85.2,06,045
"Santa Cruz County, California",6.0,15.6,23.5,8.8,22.8,14.3,84.9,06,087
"Trinity County, California",6.1,28.5,33.5,7.9,16.4,4.9,91.3,06,105
"Los Angeles County, California",9.7,20.5,19.6,6.9,19.4,10.2,76.6,06,037
"Riverside County, California",10.7,25.3,26.0,7.7,13.2,7.3,79.6,06,065
"San Bernardino County, California",11.7,26.1,25.3,8.1,12.2,6.5,78.2,06,071
"Santa Clara County, California",6.2,15.5,17.3,7.2,25.8,20.7,86.5,06,085
"Marin County, California",3.5,12.4,19.1,6.3,31.2,23.4,92.4,06,041
"Placer County, California",4.0,20.2,27.3,11.1,23.7,11.4,93.6,06,061
"Siskiyou County, California",7.2,26.3,29.8,9.1,16.3,7.6,89.0,06,093
"Shasta County, California",8.8,26.3,32.3,11.0,12.5,6.3,88.4,06,089
"Solano County, California",6.9,24.3,28.8,9.8,17.0,7.3,87.2,06,095
"Del Norte County, California",13.8,31.2,27.0,6.8,8.9,5.1,79.1,06,015
"Glenn County, California",11.4,26.3,24.2,7.2,10.0,4.5,72.3,06,021
"Butte County, California",7.8,23.0,30.5,9.7,16.3,8.2,87.7,06,007
"Plumas County, California",7.5,23.1,32.9,11.3,13.2,9.4,89.9,06,063
"San Luis Obispo County, California",6.0,20.9,27.8,9.4,19.8,11.7,89.6,06,079
"Kern County, California",13.0,26.5,23.9,7.0,9.9,5.1,72.4,06,029
"Ventura County, California",7.5,19.0,24.0,8.4,19.8,11.6,82.8,06,111
"Calaveras County, California",5.2,28.0,34.2,9.3,15.0,6.2,92.8,06,009
"San Mateo County, California",5.1,17.2,19.4,7.6,26.8,17.6,88.6,06,081
"Tuolumne County, California",8.5,29.0,31.6,8.9,13.0,6.5,89.1,06,109
"Amador County, California",8.4,28.2,30.5,10.1,14.2,5.1,88.1,06,005
"Phillips County, Colorado",8.6,34.7,26.0,8.0,12.1,4.8,85.6,08,095
"Denver County, Colorado",7.7,18.5,18.8,5.2,26.2,16.7,85.4,08,031
"Kiowa County, Colorado",4.3,28.2,29.4,13.9,15.2,5.4,92.2,08,061
"Baca County, Colorado",8.4,32.4,27.3,10.5,12.5,4.7,87.3,08,009
"Gilpin County, Colorado",4.9,22.0,32.7,10.5,16.2,12.9,94.4,08,047
"Kit Carson County, Colorado",6.4,32.9,27.1,10.5,9.0,4.5,84.0,08,063
"Gunnison County, Colorado",4.9,15.0,18.4,5.4,40.7,13.8,93.3,08,051
"Jefferson County, Colorado",4.5,21.4,23.2,8.4,26.1,14.6,93.7,08,059
"Ouray County, Colorado",0.9,20.6,23.9,6.5,30.0,17.5,98.4,08,091
"Rio Blanco County, Colorado",5.2,34.1,25.5,8.6,15.7,7.4,91.3,08,103
"Weld County, Colorado",7.8,26.5,24.4,8.8,17.8,8.1,85.6,08,123
"Conejos County, Colorado",8.7,34.9,23.3,5.2,13.4,5.7,82.6,08,021
"Costilla County, Colorado",9.6,28.9,23.3,4.8,9.4,10.1,76.5,08,023
"Bent County, Colorado",10.2,42.5,20.5,7.5,5.9,2.9,79.4,08,011
"La Plata County, Colorado",3.8,19.4,25.7,7.7,25.7,15.6,94.2,08,067
"Moffat County, Colorado",7.3,37.8,27.1,8.8,11.1,4.4,89.2,08,081
"Rio Grande County, Colorado",7.5,31.2,24.8,7.8,13.7,6.5,84.1,08,105
"Crowley County, Colorado",13.8,33.9,22.7,6.3,9.9,2.4,75.2,08,025
"San Juan County, Colorado",4.0,30.3,31.9,7.4,19.2,5.6,94.4,08,111
"Jackson County, Colorado",7.6,36.9,25.0,4.7,16.5,5.7,88.7,08,057
"Logan County, Colorado",6.6,34.6,25.4,13.0,9.7,6.1,88.7,08,075
"Montezuma County, Colorado",7.6,29.1,25.7,7.7,15.9,11.4,89.9,08,083
"Teller County, Colorado",5.1,24.8,27.0,10.1,17.7,13.9,93.6,08,119
"Boulder County, Colorado",3.2,12.4,17.6,5.6,31.9,26.4,93.9,08,013
"Las Animas County, Colorado",9.5,30.3,25.7,12.0,10.5,5.7,84.3,08,071
"Lincoln County, Colorado",10.0,40.5,18.8,6.5,12.2,3.5,81.5,08,073
"Routt County, Colorado",2.7,18.9,22.4,7.6,33.4,14.6,96.9,08,107
"Alamosa County, Colorado",8.7,27.3,27.3,5.9,11.7,12.5,84.7,08,003
"Clear Creek County, Colorado",2.9,23.4,26.8,6.5,26.1,13.7,96.6,08,019
"Fremont County, Colorado",9.7,36.6,24.7,7.2,10.1,5.5,84.1,08,043
"Tazewell County, Illinois",6.2,33.5,24.8,9.7,17.0,6.6,91.7,17,179
"Douglas County, Colorado",1.8,13.4,20.4,8.0,38.0,17.8,97.5,08,035
"Eagle County, Colorado",4.4,18.6,16.2,6.9,35.5,11.5,88.7,08,037
"Pueblo County, Colorado",8.2,28.9,25.9,10.8,13.8,7.7,87.1,08,101
"Montrose County, Colorado",6.7,31.6,22.6,7.0,14.9,9.6,85.7,08,085
"Morgan County, Colorado",9.4,30.6,24.9,8.2,9.7,5.3,78.8,08,087
"Park County, Colorado",3.2,24.9,29.2,9.5,23.2,8.9,95.6,08,093
"Saguache County, Colorado",11.0,25.5,23.5,5.2,14.5,9.3,78.0,08,109
"Mesa County, Colorado",7.2,30.0,25.2,8.7,16.9,8.8,89.6,08,077
"Prowers County, Colorado",10.1,28.5,25.0,11.6,9.2,4.9,79.2,08,099
"Hinsdale County, Colorado",5.9,17.6,30.0,4.0,24.1,18.2,93.8,08,053
"El Paso County, Colorado",4.3,21.4,26.1,10.9,21.6,13.6,93.6,08,041
"Washington County, Colorado",6.4,36.6,24.8,10.5,13.7,4.8,90.4,08,121
"Grand County, Colorado",4.1,27.4,22.5,11.7,25.6,7.2,94.4,08,049
"Arapahoe County, Colorado",4.8,20.9,23.2,8.4,25.3,13.5,91.4,08,005
"Otero County, Colorado",9.4,29.9,26.6,10.9,11.1,4.4,83.0,08,089
"Broomfield County, Colorado",2.7,16.1,23.1,8.2,31.2,16.3,94.9,08,014
"New Castle County, Delaware",7.1,29.1,19.7,6.8,19.9,13.9,89.4,10,003
"Sussex County, Delaware",9.2,36.7,19.1,7.7,13.3,9.0,85.6,10,005
